time,x,ema_signal,fir_signal
2.6875,2099.0,2098.903445139305,2099.5178360134155
2.71875,2103.0,2100.726412052314,2099.397308196661
2.75,2100.0,2100.403158689034,2099.232565409835
2.78125,2101.0,2100.668753072414,2099.059864245544
2.8125,2106.0,2103.0411579551896,2098.924701015406
2.84375,2099.0,2101.2428426651304,2098.8630154212124
2.875,2099.0,2100.244777679148,2098.91612588228
2.90625,2105.0,2102.3608516119266,2099.1351489799986
2.9375,2101.0,2101.75527264462,2099.5340140243893
2.96875,2101.0,2101.419176317764,2100.062060342546
3.0,2099.0,2100.342642856359,2100.623510930581
3.03125,2099.0,2099.74516678528,2101.1161225016913
3.0625,2102.0,2100.74856756583,2101.46623581174
3.09375,2096.0,2098.635454999036,2101.6430093296
3.125,2099.0,2098.7976775244647,2101.66108322763
3.15625,2098.0,2098.4427110260776,2101.5583198529603
3.1875,2099.0,2098.6907046194733,2101.3538931537005
3.21875,2101.0,2099.718341063808,2101.0513434600975
3.25,2097.0,2098.508679290413,2100.6493785302137
3.28125,2100.0,2099.172317006179,2100.167805325627
3.3125,2098.0,2098.6506359384293,2099.66922103355
3.34375,2101.0,2099.696102945828,2099.231359400169
3.375,2099.0,2099.3863371349344,2098.9208655231373
3.40625,2101.0,2100.1044171098883,2098.768745926361
3.4375,2100.0,2100.057951495988,2098.7501530896143
3.46875,2101.0,2100.4771630802734,2098.8109763064663
3.5,2097.0,2098.929825509552,2098.9170309337082
3.53125,2099.0,2098.9610531578014,2099.0557948897863
3.5625,2098.0,2098.53338450258,2099.2308516016324
3.59375,2101.0,2099.631028398932,2099.4381911475207
3.625,2098.0,2098.9052207614072,2099.6466962977543
3.65625,2100.0,2099.392397522581,2099.799259266714
3.6875,2102.0,2100.5527806250325,2099.832466865314
3.71875,2100.0,2100.306793246893,2099.7168097919352
3.75,2098.0,2099.2802702520257,2099.4881765741993
3.78125,2098.0,2098.7105499898744,2099.246894881756
3.8125,2100.0,2099.28435524438,2099.1127646147042
3.84375,2100.0,2099.602817160631,2099.1480991401686
3.875,2098.0,2098.88956352415,2099.3254372358756
3.90625,2099.0,2098.938707755904,2099.5479503291303
3.9375,2099.0,2098.9659828045264,2099.707312962513
3.96875,2102.0,2100.316120456512,2099.73331960303
4.0,2098.0,2099.285446853364,2099.6214177160996
4.03125,2096.0,2097.8234230036173,2099.4270687078815
4.0625,2098.0,2097.9019997670075,2099.2429394635105
4.09375,2093.0,2095.7206098706893,2099.142258776366
4.125,2103.0,2098.9599384782327,2099.145577235004
4.15625,2098.0,2098.53276585542,2099.2017639653836
4.1875,2099.0,2098.7406850497578,2099.199679115029
4.21875,2099.0,2098.8560802026154,2099.043957185144
4.25,2101.0,2099.810124512452,2098.7196411473965
4.28125,2101.0,2100.3396191044108,2098.3124080114167
4.3125,2097.0,2098.853488602948,2097.9607102519494
4.34375,2100.0,2099.363686174636,2097.7988206270793
4.375,2100.0,2099.646845826923,2097.903491031284
4.40625,2098.0,2098.913999433942,2098.250748052591
4.4375,2102.0,2100.2872696858376,2098.725945197073
4.46875,2098.0,2099.26943467564,2099.173354245365
4.5,2099.0,2099.14953624498,2099.472343320878
4.53125,2096.0,2097.747992615964,2099.5955461385656
4.5625,2097.0,2097.41513590186,2099.5991955702125
4.59375,2095.0,2096.3404004255326,2099.562226594266
4.625,2102.0,2098.8589222361707,2099.525870124738
4.65625,2099.0,2098.921701841075,2099.4693350163307
4.6875,2098.0,2098.5115445217966,2099.317277410964
4.71875,2102.0,2100.0639072095973,2099.026665889335
4.75,2097.0,2098.7004685013267,2098.6179839868196
4.78125,2100.0,2099.2787600182364,2098.1848620548385
4.8125,2098.0,2098.709711810121,2097.875695882488
4.84375,2102.0,2100.173890054617,2097.8134572272415
4.875,2099.0,2099.6515089803124,2098.0214971564246
4.90625,2101.0,2100.2515874840738,2098.40142161433
4.9375,2102.0,2101.029631053661,2098.8054316143225
4.96875,2099.0,2100.126445234782,2099.111909561447
5.0,2099.0,2099.625177105304,2099.2832848944495
5.03125,2100.0,2099.791973293444,2099.3820407035955
5.0625,2098.0,2098.9945451778613,2099.5017286422676
5.09375,2099.0,2098.9969725737133,2099.695950038964
5.125,2098.0,2098.5533197784107,2099.9422276785454
5.15625,2102.0,2100.087092477018,2100.1561253728487
5.1875,2098.0,2099.158336324745,2100.2401739720153
5.21875,2101.0,2099.977876660233,2100.146512793627
5.25,2096.0,2098.2077215464296,2099.9006831735405
5.28125,2102.0,2099.8952854582685,2099.5872292428685
5.3125,2097.0,2098.606883429339,2099.3191864203504
5.34375,2101.0,2099.671820303284,2099.166971292661
5.375,2096.0,2098.037860268322,2099.1416273453547
5.40625,2101.0,2099.3560124489186,2099.198425655503
5.4375,2096.0,2097.8625869091497,2099.2735022551087
5.46875,2101.0,2099.2587357345783,2099.3071857176187
5.5,2098.0,2098.698598332692,2099.274674087318
5.53125,2096.0,2097.497722074644,2099.1819735064446
5.5625,2101.0,2099.056235751428,2099.0577102487455
5.59375,2101.0,2099.9212108420425,2098.9315895304967
5.625,2099.0,2099.511272017334,2098.8135734401762
5.65625,2103.0,2101.06375596962,2098.701744502704
5.6875,2099.0,2100.145384563139,2098.602217515806
5.71875,2098.0,2099.190688432542,2098.542236378088
5.75,2097.0,2098.215832080061,2098.579933441306
5.78125,2102.0,2099.899786804433,2098.762661527188
5.8125,2097.0,2098.6093816764605,2099.08227013315
5.84375,2101.0,2099.6732068304354,2099.4555231589884
5.875,2098.0,2098.928629790892,2099.76818709392
5.90625,2096.0,2097.625389533945,2099.9145305374213
